sport,event,medal,rank,country_name,country_code,athlete_full_name
Judo,Men -73 kg,,9,Monaco,MON,Cedric BESSI
Judo,Men -73 kg,,7,Israel,ISR,Tohar BUTBUL
Judo,Men -73 kg,,17,Cuba,CUB,Magdiel ESTRADA
Judo,Men -73 kg,,17,United Arab Emirates,UAE,Victor SCVORTOV
Judo,Men -73 kg,,9,Turkey,TUR,Bilal CILOGLU
Judo,Men -73 kg,,17,Saudi Arabia,KSA,Sulaiman HAMAD
Judo,Men -73 kg,,9,Kazakhstan,KAZ,Zhansay SMAGULOV
Judo,Men -73 kg,,17,Germany,GER,Igor WANDTKE
Judo,Men -73 kg,,33,Yemen,YEM,Ahmed AYASH
Judo,Men -73 kg,3.0,3,Mongolia,MGL,Tsogtbaatar TSEND-OCHIR
Judo,Men -73 kg,,17,Jordan,JOR,Younis EYAL SLMAN
Judo,Men -73 kg,,9,Djibouti,DJI,Aden-Alexandre HOUSSEIN
Judo,Men -73 kg,2.0,2,Georgia,GEO,Lasha SHAVDATUASHVILI
Judo,Men -73 kg,,17,France,FRA,Guillaume CHAINE
Judo,Men -73 kg,,17,Burkina Faso,BUR,Lucas DIALLO
Judo,Men -73 kg,,17,Romania,ROU,Alexandru RAICU
Judo,Men -73 kg,,9,Sweden,SWE,Tommy MACIAS
Judo,Men -73 kg,,17,Gambia,GAM,Faye NJIE
Judo,Men -73 kg,,17,Sri Lanka,SRI,Chamara REPIYALLAGE
Judo,Men -73 kg,,17,ROC,ROC,Musa MOGUSHKOV
Judo,Men -73 kg,,17,Italy,ITA,Fabio BASILE
Judo,Men -73 kg,,5,Azerbaijan,AZE,Rustam ORUJOV
Judo,Men -73 kg,,17,Armenia,ARM,Ferdinand KARAPETIAN
Judo,Men -73 kg,,9,Uzbekistan,UZB,Khikmatillokh TURAEV
Judo,Men -73 kg,,17,Guinea,GUI,Mamadou Samba BAH
Judo,Men -73 kg,,7,Kosovo,KOS,Akil GJAKOVA
Judo,Women -48 kg,,17,France,FRA,Shirine BOUKLI
Judo,Women -48 kg,,17,India,IND,Shushila Devi LIKMABAM
Judo,Women -48 kg,,17,Italy,ITA,Francesca MILANI
Judo,Women -48 kg,,9,Spain,ESP,Julia FIGUEROA
Judo,Women -48 kg,,17,Kazakhstan,KAZ,Otgontsetseg GALBADRAKH
Judo,Women -48 kg,,17,Malawi,MAW,Harriet BONFACE
Judo,Women -48 kg,,9,Brazil,BRA,Gabriela CHIBANA
Judo,Women -48 kg,,17,Turkey,TUR,Gulkader SENTURK
Judo,Women -48 kg,,5,Portugal,POR,Catarina COSTA
Judo,Women -48 kg,,7,Argentina,ARG,Paula PARETO
Judo,Women -48 kg,,17,Republic of Korea,KOR,Yujeong KANG
Judo,Women -48 kg,1.0,1,Kosovo,KOS,Distria KRASNIQI
Judo,Women -48 kg,,5,Israel,ISR,Shira RISHONY
Judo,Women -48 kg,,17,Germany,GER,Katharina MENZ
Judo,Women -48 kg,,9,Serbia,SRB,Milica NIKOLIC
Judo,Women -48 kg,3.0,3,Ukraine,UKR,Daria BILODID
Judo,Women -48 kg,,9,Chile,CHI,Mary Dee VARGAS LEY
Judo,Women -48 kg,,17,South Africa,RSA,Geronay WHITEBOOI
Judo,Women -48 kg,,9,Slovenia,SLO,Marusa STANGAR
Judo,Women -48 kg,,17,Azerbaijan,AZE,Aisha GURBANLI
Judo,Women -48 kg,,9,ROC,ROC,Irina DOLGOVA
Judo,Women -48 kg,,9,People's Republic of China,CHN,Yanan LI
Judo,Women -48 kg,,7,Chinese Taipei,TPE,Chen-Hao LIN
Judo,Women -48 kg,,9,Hungary,HUN,Eva CSERNOVICZKI
Judo,Women -48 kg,,17,Colombia,COL,Luz ALVAREZ
Judo,Women -48 kg,3.0,3,Mongolia,MGL,Urantsetseg MUNKHBAT
Judo,Women -48 kg,2.0,2,Japan,JPN,Funa TONAKI
Judo,Women -48 kg,,17,Nepal,NEP,Soniya BHATTA
Judo,Men +100 kg,,17,Austria,AUT,Stephan HEGYI
Judo,Men +100 kg,,17,Mongolia,MGL,Duurenbayar ULZIIBAYAR
Judo,Men +100 kg,,9,Israel,ISR,Or SASSON
Judo,Men +100 kg,,17,Cuba,CUB,Andy GRANDA
Judo,Men +100 kg,,7,Brazil,BRA,Rafael SILVA
Judo,Men +100 kg,,9,Republic of Korea,KOR,Minjong KIM
Judo,Men +100 kg,3.0,3,France,FRA,Teddy RINER
Judo,Men +100 kg,3.0,3,ROC,ROC,Tamerlan BASHAEV
Judo,Men +100 kg,,9,Romania,ROU,Vladut SIMIONESCU
Judo,Men +100 kg,1.0,1,Czech Republic,CZE,Lukas KRPALEK
Judo,Men +100 kg,,9,Azerbaijan,AZE,Ushangi KOKAURI
Judo,Men +100 kg,,9,Netherlands,NED,Henk GROL
Judo,Men +100 kg,,5,Ukraine,UKR,Iakiv KHAMMO
Judo,Men +100 kg,,9,Tajikistan,TJK,Temur RAKHIMOV
Judo,Men +100 kg,,7,Uzbekistan,UZB,Bekmurod OLTIBOEV
Judo,Men +100 kg,,17,Poland,POL,Maciej SARNACKI
Judo,Men +100 kg,,5,Japan,JPN,Hisayoshi HARASAWA
Judo,Men +100 kg,,9,Senegal,SEN,Mbagnick NDIAYE
Judo,Men +100 kg,,17,Libya,LBA,Ali OMAR
Judo,Men +100 kg,,9,Refugee Olympic Team,EOR,Javad Mahjoub
Judo,Men +100 kg,,17,Germany,GER,Johannes FREY
Judo,Men +100 kg,2.0,2,Georgia,GEO,Guram TUSHISHVILI
Judo,Men -90 kg,,17,Benin,BEN,Celtus Williams Abiola DOSSOU YOVO
Judo,Men -90 kg,,9,Ukraine,UKR,Quedjau NHABALI
Judo,Men -90 kg,,9,Japan,JPN,Shoichiro MUKAI
Judo,Men -90 kg,,9,United States of America,USA,Colton BROWN
Judo,Men -90 kg,,17,Liechtenstein,LIE,Raphael SCHWENDINGER
Judo,Men -90 kg,3.0,3,Hungary,HUN,Krisztian TOTH
Judo,Men -90 kg,,9,Republic of Korea,KOR,Donghan GWAK
Judo,Men -90 kg,,17,Poland,POL,Piotr KUCZERA
Judo,Men -90 kg,,17,Refugee Olympic Team,EOR,Popole Misenga
Judo,Men -90 kg,,9,Azerbaijan,AZE,Mammadali MEHDIYEV
Judo,Men -90 kg,,9,France,FRA,Axel CLERGET
Judo,Men -90 kg,,9,Sweden,SWE,Marcus NYMAN
Judo,Men -90 kg,,17,Tajikistan,TJK,Komronshokh USTOPIRIYON
Judo,Men -90 kg,,33,Brazil,BRA,Rafael MACEDO
Judo,Men -90 kg,,9,Israel,ISR,Li KOCHMAN
Judo,Men -90 kg,,17,Ghana,GHA,Kwadjo ANANI
Judo,Men -90 kg,,17,San Marino,SMR,Paolo PERSOGLIA
Judo,Men -90 kg,,7,Netherlands,NED,Noel VAN T END
Judo,Men -90 kg,,7,Spain,ESP,Nikoloz SHERAZADISHVILI
Judo,Men -90 kg,,5,Turkey,TUR,Mihael ZGANK
Judo,Men -90 kg,,17,Dominican Republic,DOM,Robert FLORENTINO
Judo,Men -90 kg,,17,Czech Republic,CZE,David KLAMMERT
Judo,Men -90 kg,,17,Cuba,CUB,Morales SILVA
Judo,Men -90 kg,3.0,3,Uzbekistan,UZB,Davlat BOBONOV
Judo,Men -90 kg,,17,Seychelles,SEY,Nantenaina FINESSE
Judo,Men -90 kg,,17,Serbia,SRB,Nemanja MAJDOV
Judo,Men -90 kg,,17,Kazakhstan,KAZ,Islam BOZBAYEV
Judo,Men -90 kg,,5,ROC,ROC,Mikhail IGOLNIKOV
Judo,Men -90 kg,2.0,2,Germany,GER,Eduard TRIPPEL
Judo,Men -90 kg,,17,Mongolia,MGL,Altanbagana GANTULGA
Judo,Men -90 kg,1.0,1,Georgia,GEO,Lasha BEKAURI
Judo,Men -90 kg,,17,Italy,ITA,Nicholas MUNGAI
Judo,Men -90 kg,,17,Mauritius,MRI,Remi FEUILLET
Judo,Men -100 kg,,DNS,Latvia,LAT,Jevgenijs BORODAVKO
Judo,Men -100 kg,,9,Mongolia,MGL,Otgonbaatar LKHAGVASUREN
Judo,Men -100 kg,,9,Serbia,SRB,Aleksandar KUKOLJ
Judo,Men -100 kg,,17,Brazil,BRA,Rafael BUZACARINI
Judo,Men -100 kg,,7,Germany,GER,Karl-Richard FREY
Judo,Men -100 kg,,17,Fiji,FIJ,Tevita TAKAYAWA
Judo,Men -100 kg,,9,Uzbekistan,UZB,Mukhammadkarim KHURRAMOV
Judo,Men -100 kg,,17,Ireland,IRL,Benjamin FLETCHER
Judo,Men -100 kg,2.0,2,Republic of Korea,KOR,Guham CHO
Judo,Men -100 kg,,9,Hungary,HUN,Miklos CIRJENICS
Judo,Men -100 kg,,17,France,FRA,Alexandre IDDIR
Judo,Men -100 kg,3.0,3,Portugal,POR,Jorge FONSECA
Judo,Men -100 kg,1.0,1,Japan,JPN,Aaron WOLF
Judo,Men -100 kg,,17,Estonia,EST,Grigori MINASKIN
Judo,Men -100 kg,,9,Belgium,BEL,Toma NIKIFOROV
Judo,Men -100 kg,,17,Belarus,BLR,Mikita SVIRYD
Judo,Men -100 kg,,5,Georgia,GEO,Varlam LIPARTELIANI
Judo,Men -100 kg,,7,Israel,ISR,Peter PALTCHIK
Judo,Men -100 kg,,9,Azerbaijan,AZE,Zelym KOTSOIEV
Judo,Men -100 kg,,17,Pakistan,PAK,Hussain Shah SHAH
Judo,Men -100 kg,,9,Netherlands,NED,Michael KORREL
Judo,Men -100 kg,,17,United Arab Emirates,UAE,Ivan REMARENCO
Judo,Men -100 kg,,5,Canada,CAN,Shady ELNAHAS
Judo,Men -100 kg,3.0,3,ROC,ROC,Niiaz ILIASOV
Judo,Men -100 kg,,9,Egypt,EGY,Ramadan DARWISH
Judo,Men -60 kg,,17,Great Britain,GBR,Ashley MCKENZIE
Judo,Men -60 kg,3.0,3,France,FRA,Luka MKHEIDZE
Judo,Men -60 kg,,9,Turkey,TUR,Mihrac AKKUS
Judo,Men -60 kg,,17,Bhutan,BHU,Ngawang NAMGYEL
Judo,Men -60 kg,,17,Mongolia,MGL,Amartuvshin DASHDAVAA
Judo,Men -60 kg,,5,Netherlands,NED,Tornike TSJAKADOEA
Judo,Men -60 kg,,9,Brazil,BRA,Eric TAKABATAKE
Judo,Men -60 kg,,5,Republic of Korea,KOR,Won Jin KIM
Judo,Men -60 kg,,9,Azerbaijan,AZE,Karamat HUSEYNOV
Judo,Men -60 kg,3.0,3,Kazakhstan,KAZ,Yeldos SMETOV
Judo,Men -60 kg,,17,Germany,GER,Moritz PLAFKY
Judo,Men -60 kg,,7,Georgia,GEO,Lukhumi CHKHVIMIANI
Judo,Men -60 kg,,9,Spain,ESP,Francisco GARRIGOS
Judo,Men -60 kg,,9,ROC,ROC,Robert MSHVIDOBADZE
Judo,Men -60 kg,,9,Belgium,BEL,Jorre VERSTRAETEN
Judo,Men -60 kg,,17,Ecuador,ECU,Lenin PRECIADO
Judo,Men -60 kg,,9,Bulgaria,BUL,Yanislav GERCHEV
Judo,Men -60 kg,,17,Lao People's Democratic Republic,LAO,Soukphaxay SITHISANE
Judo,Men -60 kg,,7,Ukraine,UKR,Artem LESIUK
Judo,Men -60 kg,,17,Guatemala,GUA,Jose RAMOS
Judo,Men -60 kg,2.0,2,Chinese Taipei,TPE,Yung Wei YANG
Judo,Men -60 kg,,9,Uzbekistan,UZB,Sharafuddin LUTFILLAEV
Judo,Men -60 kg,1.0,1,Japan,JPN,Naohisa TAKATO
Judo,Women -63 kg,,17,Germany,GER,Martyna TRAJDOS
Judo,Women -63 kg,,9,Japan,JPN,Miku TASHIRO
Judo,Women -63 kg,3.0,3,Italy,ITA,Maria CENTRACCHIO
Judo,Women -63 kg,,17,Madagascar,MAD,Damiella NOMENJANAHARY
Judo,Women -63 kg,,17,Ecuador,ECU,Estefania GARCIA
Judo,Women -63 kg,,17,Denmark,DEN,Laerke OLSEN
Judo,Women -63 kg,,17,Philippines,PHI,Kiyomi WATANABE
Judo,Women -63 kg,,17,Israel,ISR,Gili SHARIR
Judo,Women -63 kg,,7,Brazil,BRA,Ketleyn QUADROS
Judo,Women -63 kg,,5,Netherlands,NED,Juul FRANSSEN
Judo,Women -63 kg,,9,Austria,AUT,Magdalena KRSSAKOVA
Judo,Women -63 kg,3.0,3,Canada,CAN,Catherine BEAUCHEMIN-PINARD
Judo,Women -63 kg,,9,Australia,AUS,Katharina HAECKER
Judo,Women -63 kg,,9,Mongolia,MGL,Gankhaich BOLD
Judo,Women -63 kg,2.0,2,Slovenia,SLO,Tina TRSTENJAK
Judo,Women -63 kg,,17,Serbia,SRB,Anja OBRADOVIC
Judo,Women -63 kg,,17,Uzbekistan,UZB,Farangiz KHOJIEVA
Judo,Women -63 kg,,17,ROC,ROC,Daria DAVYDOVA
Judo,Women -63 kg,,17,Refugee Olympic Team,EOR,Muna Dahouk
Judo,Women -63 kg,,7,Poland,POL,Agata OZDOBA-BLACH
Judo,Women -63 kg,,9,Spain,ESP,Cristina CABANA PEREZ
Judo,Women -63 kg,,17,Republic of Korea,KOR,Heeju HAN
Judo,Women -63 kg,,9,Cuba,CUB,Maylin DEL TORO CARVAJAL
Judo,Women -63 kg,,17,Great Britain,GBR,Lucy RENSHALL
Judo,Women -63 kg,,17,Mexico,MEX,Prisca AWITI ALCARAZ
Judo,Women -63 kg,,9,Cape Verde,CPV,Sandrine BILLIET
Judo,Women -63 kg,,DNS,Honduras,HON,Cergia DAVID GUITY
Judo,Women -63 kg,1.0,1,France,FRA,Clarisse AGBEGNENOU
Judo,Women -63 kg,,5,Venezuela,VEN,Anriquelis BARRIOS
Judo,Women -63 kg,,9,Hungary,HUN,Szofi OZBAS
Judo,Women -63 kg,,17,People's Republic of China,CHN,Junxia YANG
Judo,Women -52 kg,3.0,3,Italy,ITA,Odette GIUFFRIDA
Judo,Women -52 kg,,9,Morocco,MAR,Soumiya IRAOUI
Judo,Women -52 kg,,17,Guinea-Bissau,GBS,Taciana LIMA
Judo,Women -52 kg,,5,Hungary,HUN,Reka PUPP
Judo,Women -52 kg,,17,Uzbekistan,UZB,Diyora KELDIYOROVA
Judo,Women -52 kg,,9,United States of America,USA,Angelica DELGADO
Judo,Women -52 kg,,17,Vietnam,VIE,Thuy NGUYEN
Judo,Women -52 kg,,9,Romania,ROU,Andreea CHITU
Judo,Women -52 kg,,17,Haiti,HAI,Sabiana ANESTOR
Judo,Women -52 kg,,17,Poland,POL,Agata PERENC
Judo,Women -52 kg,,9,Brazil,BRA,Larissa PIMENTA
Judo,Women -52 kg,,17,Canada,CAN,Ecaterina GUICA
Judo,Women -52 kg,,17,Spain,ESP,Ana PEREZ BOX
Judo,Women -52 kg,,7,Belgium,BEL,Charline VAN SNICK
Judo,Women -52 kg,,17,North Macedonia,MKD,Arbresha REXHEPI
Judo,Women -52 kg,,17,Panama,PAN,Kristine JIMENEZ
Judo,Women -52 kg,,9,ROC,ROC,Natalia KUZIUTINA
Judo,Women -52 kg,2.0,2,France,FRA,Amandine BUCHARD
Judo,Women -52 kg,,7,Republic of Korea,KOR,Da-Sol PARK
Judo,Women -52 kg,,17,Portugal,POR,Joana RAMOS
Judo,Women -52 kg,,17,Thailand,THA,Kachakorn WARASIHA
Judo,Women -52 kg,1.0,1,Japan,JPN,Uta ABE
Judo,Women -52 kg,,9,Mongolia,MGL,Sosorbaram LKHAGVASUREN
Judo,Women -52 kg,3.0,3,Great Britain,GBR,Chelsie GILES
Judo,Women -52 kg,,5,Switzerland,SUI,Fabienne KOCHER
Judo,Women -52 kg,,9,Israel,ISR,Gili COHEN
Judo,Women -52 kg,,17,Turkmenistan,TKM,Gulbadam BABAMURATOVA
Judo,Women -52 kg,,9,Georgia,GEO,Tetiana LEVYTSKA-SHUKVANI
Judo,Women -52 kg,,17,Kosovo,KOS,Majlinda KELMENDI
Skateboarding,Women's Street,2.0,2,Brazil,BRA,Rayssa LEAL
Skateboarding,Women's Street,,8,Japan,JPN,Aori NISHIMURA
Skateboarding,Women's Street,,16,Australia,AUS,Hayley WILSON
Skateboarding,Women's Street,,7,Philippines,PHI,Margielyn Arda DIDAL
Skateboarding,Women's Street,,17,France,FRA,Charlotte HYM
Skateboarding,Women's Street,,18,Austria,AUT,Julia BRUECKLER
Skateboarding,Women's Street,,14,Italy,ITA,Asia LANZI
Skateboarding,Women's Street,,19,Canada,CAN,Annie GUGLIA
Skateboarding,Women's Street,,13,United States of America,USA,Mariah DURAN
Skateboarding,Women's Street,3.0,3,Japan,JPN,Funa NAKAYAMA
Skateboarding,Women's Street,,5,Netherlands,NED,Roos ZWETSLOOT
Skateboarding,Women's Street,,6,People's Republic of China,CHN,Wenhui ZENG
Skateboarding,Women's Street,,9,Brazil,BRA,Leticia Bufoni
Skateboarding,Women's Street,,11,Belgium,BEL,Lore BRUGGEMAN
Skateboarding,Women's Street,,20,United States of America,USA,Alana SMITH
Skateboarding,Women's Street,,12,Netherlands,NED,Keet OLDENBEUVING
Skateboarding,Women's Street,1.0,1,Japan,JPN,Momiji NISHIYA
Skateboarding,Women's Street,,10,Brazil,BRA,Pamela ROSA
Skateboarding,Women's Street,,15,Spain,ESP,Andrea BENITEZ
Skateboarding,Women's Street,,4,United States of America,USA,Alexis SABLONE
Skateboarding,Men's Park,2.0,2,Brazil,BRA,Pedro BARROS
Skateboarding,Men's Park,1.0,1,Australia,AUS,Keegan PALMER
Skateboarding,Men's Park,,4,Brazil,BRA,Luiz FRANCISCO
Skateboarding,Men's Park,,15,Germany,GER,Tyler EDTMAYER
Skateboarding,Men's Park,,6,Puerto Rico,PUR,Steven PINIERO
Skateboarding,Men's Park,,10,Spain,ESP,Jaime MATEU
Skateboarding,Men's Park,,20,South Africa,RSA,Dallas OBERHOLTZER
Skateboarding,Men's Park,,17,Sweden,SWE,Oskar ROZENBERG
Skateboarding,Men's Park,,16,Canada,CAN,Andy ANDERSON
Skateboarding,Men's Park,,9,Spain,ESP,Danny LEON
Skateboarding,Men's Park,,12,Italy,ITA,Alessandro MAZZARA
Skateboarding,Men's Park,,5,Australia,AUS,Kieran WOOLLEY
Skateboarding,Men's Park,,19,Denmark,DEN,Rune GLIFBERG
Skateboarding,Men's Park,,7,France,FRA,Vincent MATHERON
Skateboarding,Men's Park,,11,United States of America,USA,Zion WRIGHT
Skateboarding,Men's Park,3.0,3,United States of America,USA,Cory JUNEAU
Skateboarding,Men's Park,,13,United States of America,USA,Heimana REYNOLDS
Skateboarding,Men's Park,,14,Japan,JPN,Ayumu HIRANO
Skateboarding,Men's Park,,18,Italy,ITA,Ivan FEDERICO
Skateboarding,Men's Park,,8,Brazil,BRA,Pedro QUINTAS
Skateboarding,Women's Park,,4,Japan,JPN,Misugu OKAMOTO
Skateboarding,Women's Park,,9,Germany,GER,Lilly STOEPHASIUS
Skateboarding,Women's Park,,6,United States of America,USA,Bryce WETTSTEIN
Skateboarding,Women's Park,,17,Poland,POL,Amelia BRODKA
Skateboarding,Women's Park,,8,Brazil,BRA,Yndiara ASP
Skateboarding,Women's Park,,20,South Africa,RSA,Melissa WILLIAMS
Skateboarding,Women's Park,,7,Brazil,BRA,Dora VARELLA
Skateboarding,Women's Park,3.0,3,Great Britain,GBR,Sky BROWN
Skateboarding,Women's Park,,12,United States of America,USA,Brighton ZEUNER
Skateboarding,Women's Park,2.0,2,Japan,JPN,Kokona HIRAKI
Skateboarding,Women's Park,1.0,1,Japan,JPN,Sakura YOSOZUMI
Skateboarding,Women's Park,,11,United States of America,USA,Jordyn BARRATT
Skateboarding,Women's Park,,13,France,FRA,Madeleine LARCHERON
Skateboarding,Women's Park,,16,Spain,ESP,Julia BENEDETTI
Skateboarding,Women's Park,,14,Finland,FIN,Lizzie ARMANTO
Skateboarding,Women's Park,,15,People's Republic of China,CHN,Xin ZHANG
Skateboarding,Women's Park,,18,Great Britain,GBR,Bombette MARTIN
Skateboarding,Women's Park,,5,Australia,AUS,Poppy OLSEN
Skateboarding,Women's Park,,19,Chile,CHI,Josefina TAPIA VARAS
Skateboarding,Women's Park,,10,Brazil,BRA,Isadora RODRIGUES PACHECO
Skateboarding,Men's Street,,19,Puerto Rico,PUR,Manny SANTIAGO
Skateboarding,Men's Street,,20,Canada,CAN,Matt BERGER
Skateboarding,Men's Street,,6,France,FRA,Aurelien GIRAUD
Skateboarding,Men's Street,,11,United States of America,USA,Jake ILARDI
Skateboarding,Men's Street,,7,United States of America,USA,Nyjah IMANI HUSTON
Skateboarding,Men's Street,,8,Portugal,POR,Gustavo RIBEIRO
Skateboarding,Men's Street,,18,South Africa,RSA,Brandon VALJALO
Skateboarding,Men's Street,,10,Canada,CAN,Micky PAPA
Skateboarding,Men's Street,,15,Colombia,COL,Luis Jhancarlos GONZALEZ ORTIZ
Skateboarding,Men's Street,3.0,3,United States of America,USA,Jagger EATON
Skateboarding,Men's Street,,13,Belgium,BEL,Axel CRUYSBERGHS
Skateboarding,Men's Street,,9,Japan,JPN,Sora SHIRAI
Skateboarding,Men's Street,2.0,2,Brazil,BRA,Kelvin HOEFLER
Skateboarding,Men's Street,,16,Australia,AUS,Shane O'NEILL
Skateboarding,Men's Street,,5,Peru,PER,Angelo CARO NARVAEZ
Skateboarding,Men's Street,,14,Brazil,BRA,Gustavo FELIPE
Skateboarding,Men's Street,,4,France,FRA,Vincent MILOU
Skateboarding,Men's Street,,17,Japan,JPN,Yukito AOKI
Skateboarding,Men's Street,,12,Brazil,BRA,Giovanni VIANNA
Skateboarding,Men's Street,1.0,1,Japan,JPN,Yuto HORIGOME
Archery,Women's Individual,,7,Republic of Korea,KOR,Chae Young KANG
Archery,Women's Individual,,33,Germany,GER,Lisa UNRUH
Archery,Women's Individual,,33,Chinese Taipei,TPE,Ya-Ting TAN
Archery,Women's Individual,,17,Great Britain,GBR,Sarah BETTLES
Archery,Women's Individual,,6,People's Republic of China,CHN,Jiaxin WU
Archery,Women's Individual,,17,Netherlands,NED,Gabriela BAYARDO
Archery,Women's Individual,,17,People's Republic of China,CHN,Xiaolei YANG
Archery,Women's Individual,,33,Czech Republic,CZE,Marie HORACKOVA
Archery,Women's Individual,,33,Colombia,COL,Valentina ACOSTA GIRALDO
Archery,Women's Individual,,33,Ecuador,ECU,Adriana ESPINOSA DE LOS MONTEROS
Archery,Women's Individual,,33,Bhutan,BHU,Karma KARMA
Archery,Women's Individual,,33,Malaysia,MAS,Syaqiera MASHAYIKH
Archery,Women's Individual,,17,People's Republic of China,CHN,Xiaoqing LONG
Archery,Women's Individual,,17,Brazil,BRA,Marina CANETTA
Archery,Women's Individual,,4,United States of America,USA,Mackenzie BROWN
Archery,Women's Individual,,9,France,FRA,Lisa BARBELIN
Archery,Women's Individual,,17,Italy,ITA,Chiara REBAGLIATI
Archery,Women's Individual,,17,United States of America,USA,Jennifer MUCINO-FERNANDEZ
Archery,Women's Individual,,9,Belarus,BLR,Hanna MARUSAVA
Archery,Women's Individual,,33,Tunisia,TUN,Rihab ELWALID
Archery,Women's Individual,,9,Japan,JPN,Ren HAYAKAWA
Archery,Women's Individual,,33,ROC,ROC,Svetlana GOMBOEVA
Archery,Women's Individual,,33,Greece,GRE,Evangelia PSARRA
Archery,Women's Individual,,33,Chinese Taipei,TPE,Chien-Ying LE
Archery,Women's Individual,,33,Ukraine,UKR,Lidiia SICHENIKOVA
Archery,Women's Individual,,33,Vietnam,VIE,Nguyet DO THI ANH
Archery,Women's Individual,,17,Mexico,MEX,Aida ROMAN
Archery,Women's Individual,,33,Romania,ROU,Madalina AMAISTROAIE
Archery,Women's Individual,,5,Mexico,MEX,Alejandra VALENCIA
Archery,Women's Individual,1.0,1,Republic of Korea,KOR,San AN
Archery,Women's Individual,,33,Spain,ESP,Ines DE VELASCO
Archery,Women's Individual,,9,Great Britain,GBR,Bryony PITMAN
Archery,Women's Individual,,33,Sweden,SWE,Christine BJERENDAL
Archery,Women's Individual,,33,Germany,GER,Charline SCHWARZ
Archery,Women's Individual,,33,Egypt,EGY,Amal ADAM
Archery,Women's Individual,,33,Mexico,MEX,Ana Pavla VAZQUEZ FLORES
Archery,Women's Individual,,9,Chinese Taipei,TPE,Chia-En LIN
Archery,Women's Individual,,33,Italy,ITA,Tatiana ANDREOLI
Archery,Women's Individual,3.0,3,Italy,ITA,Lucilla BOARI
Archery,Women's Individual,,17,Denmark,DEN,Maja JAGER
Archery,Women's Individual,,9,Turkey,TUR,Yasemin ANAGOZ
Archery,Women's Individual,,33,Poland,POL,Sylwia Maria ZYZANSKA
Archery,Women's Individual,,33,Chad,CHA,Marlyse HOURTOU
Archery,Women's Individual,,33,Australia,AUS,Alice INGLEY
Archery,Women's Individual,,33,Canada,CAN,Stephanie BARRETT
Archery,Women's Individual,,33,Indonesia,INA,Diananda CHOIRUNISA
Archery,Women's Individual,,33,Bangladesh,BAN,Diya SIDDIQUE
Archery,Women's Individual,,17,Estonia,EST,Reena PARNAT
Archery,Women's Individual,,8,India,IND,Deepika KUMARI
Archery,Women's Individual,,17,Belarus,BLR,Karyna DZIOMINSKAYA
Archery,Women's Individual,,9,ROC,ROC,Ksenia PEROVA
Archery,Women's Individual,,17,Germany,GER,Michelle KROPPEN
Archery,Women's Individual,,33,Slovakia,SVK,Denisa BARANKOVA
Archery,Women's Individual,,17,United States of America,USA,Casey KAUFHOLD
Archery,Women's Individual,,33,Great Britain,GBR,Naomi FOLKARD
Archery,Women's Individual,,17,Republic of Korea,KOR,Minhee JANG
Archery,Women's Individual,,33,Ukraine,UKR,Anastasia PAVLOVA
Archery,Women's Individual,,33,Mongolia,MGL,Urantungalag BISHINDEE
Archery,Women's Individual,,17,Japan,JPN,Azusa YAMAUCHI
Archery,Women's Individual,2.0,2,ROC,ROC,Elena OSIPOVA
Archery,Women's Individual,,33,Republic of Moldova,MDA,Alexandra MIRCA
Archery,Women's Individual,,17,Ukraine,UKR,Veronika MARCHENKO
Archery,Women's Individual,,33,Belarus,BLR,Karyna KAZLOUSKAYA
Archery,Women's Individual,,9,Japan,JPN,Miki NAKAMURA
Archery,Men's Individual,,17,Netherlands,NED,Gijs BROEKSMA
Archery,Men's Individual,,9,Australia,AUS,Taylor WORTH
Archery,Men's Individual,,17,Belgium,BEL,Jarno DE SMEDT
Archery,Men's Individual,,5,Republic of Korea,KOR,Woojin KIM
Archery,Men's Individual,,9,Canada,CAN,Crispin DUENAS
Archery,Men's Individual,,33,Great Britain,GBR,Tom HALL
Archery,Men's Individual,,33,Indonesia,INA,Alviyanto PRASTYADI
Archery,Men's Individual,,17,France,FRA,Pierre PLIHON
Archery,Men's Individual,,33,Ukraine,UKR,Oleksii HUNBIN
Archery,Men's Individual,,17,Republic of Korea,KOR,Jinhyek Oh
Archery,Men's Individual,,17,Republic of Korea,KOR,Je Deok KIM
Archery,Men's Individual,,9,Israel,ISR,Itay SHANNY
Archery,Men's Individual,,33,Republic of Moldova,MDA,Dan OLARU
Archery,Men's Individual,,17,Netherlands,NED,Steve WIJLER
Archery,Men's Individual,,33,Vietnam,VIE,Hoang Phi Vu NGUYEN
Archery,Men's Individual,,33,Finland,FIN,Antti VIKSTROM
Archery,Men's Individual,2.0,2,Italy,ITA,Mauro NESPOLI
Archery,Men's Individual,,33,Spain,ESP,Daniel CASTRO
Archery,Men's Individual,,33,Mexico,MEX,Luis ALVAREZ
Archery,Men's Individual,,33,Luxembourg,LUX,Jeff HENCKELS
Archery,Men's Individual,,33,United States of America,USA,Jack WILLIAMS
Archery,Men's Individual,,7,United States of America,USA,Brady ELLISON
Archery,Men's Individual,,8,People's Republic of China,CHN,Jialun LI
Archery,Men's Individual,,33,Kazakhstan,KAZ,Sanzhar MUSSAYEV
Archery,Men's Individual,,33,Egypt,EGY,Youssof TOLBA
Archery,Men's Individual,,17,People's Republic of China,CHN,Shaoxuan WEI
